monto_prestamo,plazo,tasa_interes,trabajo_prestatario,antiguedad_prestatario,estatus_vivienda,ingreso_anual,estatus_verif_ingreso,fecha_prestamo,estatus_prestamo,tipo_prestamo,estado_vive,proporcion_pagos,pagos_recib,cargos_atrasados,pagos_mes_anterior,meses_mala_calif,tipo_solicitud,ingreso_conjunto,cuentas_mora,saldo_total,saldo_plazos,hipotecas,metodo_recibe_pago
5800,36 months,17.86,driver,2 years,RENT,67680,Verified,01-08-2015,Charged Off,Debt consolidation,LA,34.08,2531.29,0,01-06-2016,6,Individual,,0,86482,,0,Cash
21000,36 months,10.99,conductor,9 years,MORTGAGE,90000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,NE,9.92,24499.1704752415,0,01-10-2017,,Individual,,0,86964,,1,Cash
26900,60 months,18.55,Operations Manager,10+ years,RENT,58500,Verified,01-08-2015,Current,Debt consolidation,MN,15.19,29001,0,01-02-2019,,Individual,,0,33562,,1,Cash
24600,36 months,7.26,Software Administrator,9 years,MORTGAGE,74500,Source Verified,01-08-2015,Fully Paid,Credit card refinancing,AR,32.14,27429.8240089323,0,01-07-2018,,Individual,,0,205161,,3,Cash
13075,60 months,13.33,Claims Coordinator,9 years,MORTGAGE,43000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,TX,25.29,14013.17,0,01-02-2016,70,Individual,,0,204752,,5,Cash
6000,36 months,12.29,Administrative Assistant,8 years,MORTGAGE,24000,Not Verified,01-08-2015,Charged Off,Home improvement,WI,14.55,5795.29,0,01-01-2018,,Individual,,0,150772,,2,Cash
14000,36 months,10.99,Building Superintendant,6 years,RENT,56000,Source Verified,01-08-2015,Fully Paid,Credit card refinancing,MA,13.31,16422.8437840172,0,01-02-2018,,Individual,,0,16726,,0,Cash
10000,60 months,12.69,,n/a,OWN,28000,Verified,01-08-2015,Charged Off,Credit card refinancing,TX,14.83,7751.44,0,01-03-2018,,Individual,,0,10472,,0,Cash
24000,36 months,6.89,"Civil Engineer, Supervisor",10+ years,MORTGAGE,112000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,WA,15.36,25548.37,0,01-11-2016,55,Individual,,0,276172,,7,Cash
20500,60 months,19.19,Retail Banker II,1 year,RENT,41000,Source Verified,01-08-2015,Charged Off,Credit card refinancing,TX,15.46,18682.31,0,01-07-2018,,Individual,,0,20707,,0,Cash
24000,60 months,16.55,inspector,10+ years,MORTGAGE,50000,Not Verified,01-08-2015,Charged Off,Credit card refinancing,MI,38.04,20951.73,0,01-07-2018,28,Individual,,0,66802,,4,Cash
12000,36 months,6.89,,n/a,OWN,80000,Verified,01-08-2015,Fully Paid,Debt consolidation,MI,18.1,13210.3629377294,0,01-11-2017,,Individual,,0,35102,,0,Cash
20000,36 months,13.99,Senior Office Specialist,10+ years,RENT,60391.5,Verified,01-09-2015,Fully Paid,Debt consolidation,AK,13.67,24586.3893134832,0,01-08-2018,,Individual,,0,22801,,0,Cash
10000,36 months,13.33,Intl Customer Svc Rep,10+ years,RENT,40000,Verified,01-08-2015,Fully Paid,Other,IL,11.01,10379.78,0,01-11-2015,,Individual,,0,11369,,1,Cash
7325,36 months,17.57,LPN,3 years,RENT,44000,Source Verified,01-08-2015,Fully Paid,Other,NE,6.56,8993.7556956113,0,01-04-2017,28,Individual,,0,17405,,1,Cash
15000,36 months,9.17,Project Manager,2 years,OWN,92000,Source Verified,01-08-2015,Fully Paid,Home improvement,TX,2.79,17126.8779568235,0,01-12-2017,,Individual,,0,7586,,0,Cash
2000,36 months,12.29,New Accounts Associate,8 years,RENT,30000,Source Verified,01-08-2015,Fully Paid,Other,NE,27.48,2403.7338325145,0,01-08-2018,,Individual,,0,29483,,0,Cash
16000,36 months,9.17,manager,10+ years,MORTGAGE,57000,Verified,01-08-2015,Fully Paid,Debt consolidation,MD,25.73,18354.0642818857,0,01-08-2018,,Individual,,0,33236,,0,Cash
11200,36 months,14.65,Social Services Specialist II,2 years,MORTGAGE,32000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,OK,29.67,12252.96,0,01-04-2016,,Individual,,0,29765,,1,Cash
10000,36 months,10.99,Branch Manager,10+ years,RENT,85000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,TN,33.18,11627.6607330612,0,01-10-2017,,Individual,,0,94477,,1,Cash
3400,36 months,22.99,Salesman,10+ years,RENT,48500,Source Verified,01-08-2015,Fully Paid,Home buying,CA,16.51,4284.1408078843,0,01-12-2016,,Individual,,0,28250,,3,Cash
20000,36 months,12.29,General Manager,5 years,MORTGAGE,60000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,OR,23.4,22436.3200000525,0,01-10-2016,,Individual,,0,67380,,0,Cash
6000,36 months,7.89,Floor Captain,3 years,RENT,30000,Verified,01-08-2015,Fully Paid,Debt consolidation,FL,3.65,6755.041951054,0,01-08-2018,,Individual,,0,3158,,0,Cash
4200,36 months,11.53,lpn,10+ years,MORTGAGE,46000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,NV,7.17,4985.4340519505,0,01-08-2018,61,Individual,,0,392354,,1,Cash
12000,36 months,10.99,Customer Service Support Specialist,1 year,OWN,44000,Verified,01-09-2015,Fully Paid,Debt consolidation,NY,23.46,13135.4600007181,0,01-08-2016,54,Individual,,0,36190,,0,Cash
35000,60 months,22.99,Senior System Admin,10+ years,MORTGAGE,103000,Verified,01-08-2015,Charged Off,Credit card refinancing,TX,25.37,13084.04,0,01-08-2016,,Individual,,0,459089,,6,Cash
10000,60 months,14.65,Foreman,10+ years,MORTGAGE,90000,Source Verified,01-08-2015,Current,Credit card refinancing,MO,6.71,9898.66,0,01-02-2019,,Individual,,0,76062,,2,Cash
11750,60 months,17.57,Lead Csr,5 years,RENT,35000,Not Verified,01-08-2015,Charged Off,Credit card refinancing,MI,34.16,6547.05,0,01-06-2017,,Individual,,0,73485,,0,Cash
15000,36 months,9.17,Clincial Research Associate,1 year,MORTGAGE,96000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,NJ,16.04,17243.2908876902,0,01-08-2018,,Individual,,0,54691,,2,Cash
8000,36 months,12.29,Larborer,9 years,MORTGAGE,39800,Verified,01-09-2015,Fully Paid,Debt consolidation,WI,18.31,9600.1568414067,0,01-09-2018,60,Individual,,0,76515,,2,Cash
23600,36 months,13.99,RN,4 years,MORTGAGE,61500,Not Verified,01-08-2015,Charged Off,Debt consolidation,AR,31.49,24149.16,0,01-01-2018,,Individual,,0,123516,,3,Cash
12225,36 months,18.25,Adjunct Professor,2 years,MORTGAGE,36000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,NJ,33.74,15114.2254333076,0,01-03-2017,,Individual,,0,75141,,1,Cash
10000,60 months,9.99,Claims Rep,3 years,RENT,58900,Source Verified,01-08-2015,Current,Credit card refinancing,NY,18.41,8930.38,0,01-02-2019,,Individual,,0,32683,,0,Cash
15000,60 months,13.33,Supervisor,10+ years,OWN,40500,Not Verified,01-08-2015,Charged Off,Credit card refinancing,CA,21.48,12710.97,0,01-09-2018,39,Individual,,0,26804,,0,Cash
35000,60 months,18.55,Staff Sign Language Interpreter,10+ years,RENT,71000,Verified,01-08-2015,Charged Off,Debt consolidation,CA,31.15,26710.97,0,01-11-2017,69,Individual,,0,67256,,4,Cash
35000,36 months,9.99,Regional Builder Manager,3 years,RENT,200000,Source Verified,01-08-2015,Fully Paid,Home improvement,MD,14.27,40534.148448878,0,01-04-2018,,Individual,,0,81108,,0,Cash
10500,36 months,13.33,CNA,10+ years,RENT,30000,Not Verified,01-08-2015,Charged Off,Debt consolidation,PA,29.96,5020.87,0,01-08-2016,39,Individual,,0,21702,,0,Cash
14400,60 months,22.99,Operator,< 1 year,RENT,40000,Verified,01-08-2015,Current,Debt consolidation,LA,14.19,17358.42,60.87,01-02-2019,,Individual,,0,15665,,0,Cash
7700,36 months,6.89,tile finisher,2 years,MORTGAGE,38000,Verified,01-08-2015,Fully Paid,Credit card refinancing,MA,4.8,8259.6363790954,0,01-11-2016,,Individual,,0,229650,,2,Cash
23000,60 months,19.19,Staff Accountant,4 years,RENT,53900,Verified,01-08-2015,Fully Paid,Debt consolidation,FL,39.21,23038.63,0,01-08-2015,21,Individual,,0,70450,,0,Cash
5000,36 months,15.61,medical biller,5 years,RENT,30000,Verified,01-08-2015,Charged Off,Business,CA,28.4,3839.25,0,01-04-2017,,Individual,,0,30384,,0,Cash
26000,60 months,9.99,Management Analyst,10+ years,MORTGAGE,125213,Not Verified,01-08-2015,Current,Credit card refinancing,MD,9.67,23182.17,0,01-02-2019,,Individual,,0,317775,,5,Cash
9500,36 months,12.69,senior interface analyst,6 years,MORTGAGE,62000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,NY,19.71,11287.6206473902,0,01-10-2017,39,Individual,,0,208687,,1,Cash
5500,36 months,14.65,Clerical,9 years,RENT,59984,Verified,01-08-2015,Charged Off,Other,CA,18.45,1492.77,0,01-12-2015,63,Individual,,0,33667,,0,Cash
3000,36 months,9.17,Administrative Assistant,< 1 year,RENT,27300,Source Verified,01-08-2015,Fully Paid,Credit card refinancing,NC,10.64,3441.3753175698,0,01-08-2018,,Individual,,0,60866,,0,Cash
14000,60 months,15.61,,n/a,MORTGAGE,42024,Verified,01-08-2015,Charged Off,Debt consolidation,NY,37.26,10789.78,0,01-04-2018,42,Individual,,0,43761,,4,Cash
14650,60 months,18.55,Branch Manager,10+ years,MORTGAGE,50200,Verified,01-08-2015,Fully Paid,Debt consolidation,NC,17.33,19372.7664157254,0,01-08-2017,43,Individual,,0,176915,,2,Cash
28000,36 months,7.89,Attorney,10+ years,OWN,157000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,OH,11.95,30535.9497122213,0,01-01-2017,,Individual,,0,311261,,7,Cash
35000,60 months,27.88,Financial Advisor,7 years,OWN,250000,Verified,01-08-2015,Fully Paid,Debt consolidation,MD,24.38,40161.42,0,01-02-2016,,Individual,,0,567322,,5,Cash
19200,60 months,17.57,Owner,10+ years,MORTGAGE,80000,Source Verified,01-08-2015,Fully Paid,Other,TX,3.06,23144.29,0,01-11-2016,,Individual,,0,158340,,4,Cash
5500,36 months,10.99,cashier/food service,10+ years,OWN,20000,Verified,01-08-2015,Fully Paid,Credit card refinancing,NY,20.53,6477.9484775722,0,01-08-2018,,Individual,,0,7318,,0,Cash
16000,60 months,20.99,Child Support Specialist Supervisor,10+ years,RENT,93000,Verified,01-08-2015,Fully Paid,Moving and relocation,NJ,29.85,16988.76,0,01-12-2015,,Individual,,0,47457,,0,Cash
35000,60 months,23.99,Registered Nurse,10+ years,MORTGAGE,120000,Verified,01-08-2015,Fully Paid,Other,NY,22.07,49803.7205654513,0,01-08-2017,28,Individual,,0,77528,,1,Cash
27500,60 months,13.99,,n/a,MORTGAGE,55000,Not Verified,01-08-2015,Current,Credit card refinancing,NM,16.9,26847.71,0,01-02-2019,77,Individual,,0,226460,,6,Cash
5050,36 months,10.99,advance planner,< 1 year,MORTGAGE,35000,Verified,01-08-2015,Fully Paid,Debt consolidation,CA,19.75,5737.8653833351,0,01-03-2017,66,Individual,,0,12628,,2,Cash
16550,60 months,19.19,Color Specialist,10+ years,MORTGAGE,60000,Source Verified,01-08-2015,Charged Off,Debt consolidation,DE,35.46,10014.11,0,01-04-2017,,Individual,,0,193641,,2,Cash
24000,60 months,21.99,Teacher,10+ years,MORTGAGE,125000,Verified,01-08-2015,Charged Off,Debt consolidation,NY,12.86,5935.16,0,01-05-2016,,Individual,,0,335887,,3,Cash
12300,36 months,9.99,Attorney,6 years,MORTGAGE,57000,Not Verified,01-07-2015,Fully Paid,Credit card refinancing,OH,29.92,14240.7158989062,0,01-03-2018,,Individual,,0,314338,,2,Cash
7200,36 months,9.99,sales representative,8 years,RENT,40500,Not Verified,01-08-2015,Fully Paid,Debt consolidation,NY,26.55,8346.092891242,0,01-04-2018,,Individual,,0,27083,,0,Cash
18475,36 months,16.99,Quality Trainer,10+ years,OWN,42000,Not Verified,01-07-2015,Fully Paid,Home improvement,NY,9.46,23674.3569359891,0,01-08-2018,55,Individual,,1,5962,,3,Cash
6000,36 months,10.99,cnc router programmer,5 years,MORTGAGE,67500,Not Verified,01-07-2015,Fully Paid,Debt consolidation,NJ,12.69,6809.8320841293,0,01-03-2017,,Individual,,0,185754,,2,Cash
25000,36 months,11.53,President,10+ years,RENT,100000,Not Verified,01-08-2015,Fully Paid,Major purchase,NC,5.11,29675.21747846,0,01-08-2018,,Individual,,0,11400,,2,Cash
15000,36 months,11.53,welder,3 years,RENT,110000,Source Verified,01-08-2015,Fully Paid,Other,LA,8.63,17805.099414893,0,01-08-2018,27,Individual,,0,31467,,0,Cash
14000,36 months,7.89,Operations Manager,1 year,MORTGAGE,150000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,CA,13.5,15754.5047139726,0,01-04-2018,71,Individual,,0,49233,,2,Cash
2000,36 months,13.99,"meal hostess, dietary",10+ years,RENT,35000,Source Verified,01-08-2015,Charged Off,Debt consolidation,NY,18.21,659.85,0,01-02-2016,54,Individual,,0,19149,,0,Cash
20000,36 months,10.99,Vice President,10+ years,RENT,138400,Source Verified,01-07-2015,Fully Paid,Debt consolidation,NJ,10.51,22819.9091243122,0,01-09-2017,,Individual,,0,35008,,0,Cash
18000,36 months,5.32,,n/a,MORTGAGE,90000,Verified,01-08-2015,Fully Paid,Credit card refinancing,NY,28.85,19509.04670552,0,01-08-2018,,Individual,,0,216486,,4,Cash
20450,36 months,14.65,manager,10+ years,MORTGAGE,68250,Not Verified,01-07-2015,Fully Paid,Debt consolidation,NY,34.92,22644.99,0,01-05-2016,,Individual,,0,243520,,4,Cash
9500,36 months,13.99,Office Manager,10+ years,MORTGAGE,51000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,AL,14.33,11647.5323912575,0,01-05-2018,,Individual,,0,255243,,1,Cash
20000,60 months,14.65,Vice President,2 years,OWN,62000,Not Verified,01-07-2015,Current,Home improvement,IN,15.14,20269.46,0,01-02-2019,39,Individual,,0,90746,,3,Cash
16000,36 months,10.99,Carman,10+ years,RENT,100000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,MA,10.8,18887.3723796469,26.19,01-08-2018,,Individual,,0,27139,,0,Cash
11250,36 months,20.99,Bank teller,7 years,RENT,32000,Verified,01-07-2015,Fully Paid,Debt consolidation,NY,20.37,14522.3364880313,0,01-05-2017,48,Individual,,0,43563,,0,Cash
30000,60 months,16.55,Regulatory Assurance Manager,10+ years,MORTGAGE,200000,Source Verified,01-07-2015,Charged Off,Debt consolidation,NY,25.21,21814.71,36.92,01-10-2015,30,Individual,,0,534668,,7,Cash
8000,36 months,12.29,medical assistant,3 years,MORTGAGE,35000,Not Verified,01-07-2015,Fully Paid,Debt consolidation,AZ,22.84,8834.4,0,01-06-2016,,Individual,,0,28919,,0,Cash
4000,36 months,12.69,Leasing Manager,3 years,RENT,45000,Source Verified,01-08-2015,Charged Off,Debt consolidation,CA,18.83,1266.32,0,01-03-2016,,Individual,,0,31236,,0,Cash
12000,36 months,5.32,teacher,10+ years,MORTGAGE,67000,Not Verified,01-07-2015,Fully Paid,Credit card refinancing,CA,25.72,13013.1216951842,0,01-08-2018,,Individual,,0,336862,,4,Cash
8000,36 months,12.29,Gm,1 year,RENT,75000,Not Verified,01-07-2015,Fully Paid,Major purchase,NY,15.68,9744.7844276114,135,01-04-2018,,Individual,,0,26700,,0,Cash
10000,36 months,6.24,Sales Associate,3 years,MORTGAGE,70688,Source Verified,01-07-2015,Fully Paid,Credit card refinancing,TX,13.97,10628.66,0,01-10-2016,69,Individual,,0,183928,,3,Cash
2275,36 months,7.89,Office Manager,3 years,RENT,24000,Not Verified,01-08-2015,Fully Paid,Credit card refinancing,GA,31.98,2479.0696839267,0,01-12-2016,,Individual,,0,81438,,0,Cash
18700,36 months,13.33,Accounts Receivable Analyst,10+ years,MORTGAGE,52000,Source Verified,01-07-2015,Fully Paid,Debt consolidation,TX,30.23,22776.017552165,0,01-08-2018,,Individual,,0,188366,,2,Cash
20000,60 months,18.55,Dental hygienist,10+ years,OWN,50000,Source Verified,01-07-2015,Current,Debt consolidation,IN,16.08,22055.62,0,01-02-2019,,Individual,,0,79606,,3,Cash
19800,36 months,13.99,Wire Technician,5 years,MORTGAGE,45000,Source Verified,01-08-2015,Fully Paid,Credit card refinancing,FL,26.06,23814.6090575514,0,01-08-2017,34,Individual,,0,56368,,1,Cash
8450,36 months,18.25,,n/a,MORTGAGE,41000,Verified,01-08-2015,Charged Off,Medical expenses,AZ,25.41,4996.34,0,01-10-2015,10,Individual,,0,204300,,4,Cash
11000,36 months,6,Assistant manager,4 years,RENT,25000,Source Verified,01-08-2015,Fully Paid,Credit card refinancing,CA,37.01,12978.0027213942,0,01-09-2017,,Individual,,0,40994,,0,Cash
8000,36 months,5.32,,n/a,RENT,38000,Not Verified,01-07-2015,Fully Paid,Credit card refinancing,NY,11.78,8468.4700960726,0,01-12-2016,,Individual,,0,11628,,0,Cash
14000,36 months,12.69,Officer,10+ years,MORTGAGE,106000,Source Verified,01-08-2015,Fully Paid,Vacation,FL,21.02,16869.229596047,0,01-05-2018,63,Individual,,0,635670,,2,Cash
12000,60 months,14.65,Operations Manager,6 years,OWN,60000,Not Verified,01-08-2015,Fully Paid,Credit card refinancing,AZ,31.42,13675.1,0,01-08-2016,,Individual,,0,131942,,0,Cash
28000,36 months,13.99,Manger Healthcare Design,10+ years,MORTGAGE,85000,Verified,01-07-2015,Fully Paid,Credit card refinancing,VA,22.01,34373.1171209285,0,01-04-2018,,Individual,,0,226101,,4,Cash
25000,36 months,14.65,,n/a,RENT,68000,Verified,01-08-2015,Fully Paid,Debt consolidation,NJ,24.69,30974.8070861954,0,01-08-2018,,Individual,,0,42306,,0,Cash
10000,36 months,9.99,,n/a,RENT,55000,Verified,01-08-2015,Charged Off,Debt consolidation,NJ,18.09,0,0,,,Individual,,0,25825,,0,Cash
10000,36 months,13.33,Dispatch,2 years,RENT,31200,Verified,01-08-2015,Fully Paid,Credit card refinancing,CA,15.94,12173.9565401256,0,01-06-2018,,Individual,,0,10629,,0,Cash
10000,36 months,10.99,Nursing supervisor,1 year,RENT,65000,Source Verified,01-07-2015,Charged Off,Credit card refinancing,NY,35.93,6163.08,0,01-11-2016,20,Individual,,0,166955,,0,Cash
24000,60 months,15.61,Football Coach,10+ years,MORTGAGE,82000,Not Verified,01-07-2015,Fully Paid,Debt consolidation,DE,15.18,26858.4919536244,0,01-12-2016,15,Individual,,0,233363,,3,Cash
18000,60 months,12.29,Associate,< 1 year,MORTGAGE,87000,Not Verified,01-07-2015,Fully Paid,Credit card refinancing,TN,19.67,21293.3467295451,0,01-03-2017,,Individual,,0,257432,,1,Cash
20800,60 months,20.99,General Manager,7 years,MORTGAGE,52000,Verified,01-08-2015,Current,Debt consolidation,OR,34.5,23604.94,0,01-02-2019,,Individual,,0,101425,,0,Cash
3000,36 months,14.65,RN casemanager,7 years,MORTGAGE,93500,Verified,01-08-2015,Charged Off,Debt consolidation,AZ,35.18,2895.28,0,01-12-2017,,Individual,,0,252587,,4,Cash
3000,36 months,10.99,LVN,2 years,RENT,45000,Not Verified,01-07-2015,Fully Paid,Other,TX,18.16,3528.4259419149,0,01-06-2018,,Individual,,0,37730,,0,Cash
12000,60 months,12.69,,n/a,RENT,50000,Not Verified,01-08-2015,Current,Other,CA,22.4,11379.42,0,01-02-2019,73,Individual,,0,15646,,0,Cash
15200,36 months,6.24,Business Development,< 1 year,MORTGAGE,110000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,MD,11.96,15496.9,0,01-02-2016,,Individual,,0,346816,,10,Cash
3600,36 months,8.18,Chemist,1 year,RENT,54300,Not Verified,01-07-2015,Fully Paid,Debt consolidation,VA,23.85,4017.185882044,0,01-07-2017,,Individual,,0,163169,,0,Cash
16000,36 months,5.32,President/CEO,7 years,MORTGAGE,84000,Not Verified,01-08-2015,Charged Off,Debt consolidation,TX,27.43,10557.93,0,01-09-2016,,Individual,,0,309892,,3,Cash
12000,36 months,5.32,COMMERCIAL ACCOUNT MANAGER,10+ years,MORTGAGE,130000,Not Verified,01-07-2015,Fully Paid,Credit card refinancing,CO,19.24,13002.487803674,0,01-07-2018,,Individual,,0,445532,,5,Cash
9900,36 months,9.17,Nurse,10+ years,RENT,60000,Source Verified,01-08-2015,Fully Paid,Debt consolidation,FL,17.2,11360.3969779111,0,01-08-2018,57,Individual,,0,11790,,0,Cash
11050,60 months,12.69,Security guard,8 years,MORTGAGE,30000,Not Verified,01-07-2015,Charged Off,Debt consolidation,IN,24,2730.9,0,01-07-2016,,Individual,,0,46216,,3,Cash
30000,36 months,9.17,Commercial Lines Dept Mgr,10+ years,MORTGAGE,86500,Source Verified,01-07-2015,Fully Paid,Credit card refinancing,KS,20.41,31219.36,0,01-01-2016,,Individual,,0,71986,,5,Cash
24000,60 months,12.29,,n/a,MORTGAGE,120000,Source Verified,01-08-2015,Current,Debt consolidation,FL,27,22660.92,0,01-02-2019,,Individual,,0,275423,,4,Cash
11000,36 months,13.99,Parts Counterman,6 years,OWN,76000,Verified,01-08-2015,Fully Paid,Debt consolidation,TX,18.84,13523.788207103,0,01-08-2018,,Individual,,0,142711,,1,Cash
20000,60 months,16.55,Analyst,6 years,MORTGAGE,105000,Not Verified,01-08-2015,Fully Paid,Credit card refinancing,CA,31.57,20828.3,0,01-12-2015,,Individual,,0,493719,,1,Cash
14400,36 months,16.55,tech support,5 years,MORTGAGE,45000,Not Verified,01-08-2015,Fully Paid,Credit card refinancing,AZ,18.08,16021.36,0,01-05-2016,27,Individual,,0,259987,,2,Cash
16000,36 months,6.24,Instructor,10+ years,MORTGAGE,65000,Not Verified,01-07-2015,Fully Paid,Credit card refinancing,TX,27.36,17580.166021918,0,01-07-2018,,Individual,,0,163382,,3,Cash
3000,36 months,12.69,Driver,1 year,MORTGAGE,42000,Not Verified,01-07-2015,Charged Off,Other,WI,33.09,1801.35,0,01-04-2017,,Individual,,0,126506,,1,Cash
6525,36 months,11.53,Heavy equipment operator,10+ years,MORTGAGE,100000,Not Verified,01-08-2015,Fully Paid,Debt consolidation,MN,13.72,7738.8560881985,0,01-05-2018,28,Individual,,0,225081,,2,Cash
12000,60 months,13.33,Co-President,3 years,RENT,48000,Source Verified,01-08-2015,Current,Debt consolidation,TN,19.4,11542.23,0,01-02-2019,,Individual,,0,37450,,0,Cash
13500,36 months,11.53,forklift operator,3 years,MORTGAGE,100000,Source Verified,01-07-2015,Fully Paid,Debt consolidation,NV,12.92,16015.965545602,0,01-08-2018,,Individual,,0,73226,,0,Cash
10000,36 months,9.99,Accountant,10+ years,MORTGAGE,60000,Source Verified,01-08-2015,Fully Paid,Credit card refinancing,NY,38.16,11613.0578775136,0,01-08-2018,,Individual,,0,67579,,0,Cash
